City,Latitude,Longitude
Heide,54.1948848,9.0928251
Mainbernheim,49.7087639,10.2177792
Bopfingen,48.8577633,10.3523096
Bremerhaven,53.5505392,8.5851945
Ampfing,48.2550234,12.4190555
Hohenberg an der Eger,50.0970494,12.2232841
Leopoldshöhe,52.0064215,8.6888207
Bergneustadt,51.0207425,7.6490729
Schliersee,47.7345915,11.8620286
Gaildorf,49.0002603,9.7698525
Bad Gottleuba-Berggießhübel,50.8584186,13.9480444
Kitzingen,49.7380667,10.1601218
Lennestadt,51.1245718,8.0568953
Weinsberg,49.1504172,9.2865471
Kaiserslautern,49.4432174,7.7689951
Lörrach,47.6120896,7.6607218
Plön,54.158082,10.41771
Wittendörp,53.5439992,11.0843674
Konz,49.6984949,6.5736454
Landau in der Pfalz,49.1982825,8.1123441
Wirges,50.4700819,7.7956173
Nordenham,53.4973636,8.4820227
Raschau-Markersbach,50.5277795,12.8582117
Greven,52.0929254,7.6120326
Ladenburg,49.4724349,8.6106455
Eiterfeld,50.7703444,9.8385732
Öhringen,49.2005034,9.5024397
Zetel,53.4159196,7.9704832
Weimar,50.9793301,11.3297921
Bobingen,48.2687941,10.8337852
Bruchköbel,50.1845,8.9369
Wemding,48.8745463,10.7240157
Sankt Augustin,50.7752776,7.1895507
Haselünne,52.6718718,7.4830538
Maikammer,49.3052161,8.1316291
Brakel,51.7168889,9.1841762
Oberkochen,48.7840324,10.1060512
Leverkusen,51.0324743,6.9881194
Siegburg,50.7928332,7.2070774
Birstein,50.3923,9.30438
Altenburg,50.9852411,12.4340988
Pinneberg,53.7278939,9.6979598
Bad Schwalbach,50.141688,8.071992
Pavlograd,48.5316759,35.8703695
Mühldorf,48.2405007,12.5250991
Starnberg,47.9986851,11.3410791
Meißenheim,48.410514,7.7734667
Rommerskirchen,51.0633574,6.6978814
Lychen,53.2083284,13.3164795
Zella-Mehlis,50.6560839,10.6639646
Lutherstadt Eisleben,51.5283282,11.5465911
Neustadt-Glewe,53.393252,11.5753248
Finnentrop,51.1729173,7.9724578
Thalmassing,48.9115488,12.1569329
Przesław,53.3167,13.866575
Bad Hindelang,47.5062921,10.3699251
Albstadt,48.233048,8.9991483
Bad Blankenburg,50.6829946,11.2726327
Germersheim,49.2222749,8.36659
Montabaur,50.4362219,7.8302494
Bürstadt,49.6531823,8.4747076
Hasbergen,52.2414052,7.9625883
Bad Ems,50.3352062,7.7128538
Bad Essen,52.3195756,8.3440599
Norden,53.5942039,7.2067435
Heiligenhaus,51.32658,6.9710401
Mutlangen,48.8221232,9.7934426
Edingen-Neckarhausen,49.4571949,8.6053654
Recklinghausen,51.6143815,7.1978546
Delmenhorst,53.048095,8.6286066
Freising,48.4008273,11.7439565
Peine,52.3117289,10.251904
Altshausen,47.934423,9.5386115
Baiersbronn,48.5069519,8.3720124
Lüdenscheid,51.218137,7.6396975
Alsbach-Hähnlein,49.7383506,8.5950049
Schenefeld,54.0484989,9.4703368
Hallbergmoos,48.3182064,11.7445128
Waldkirch,48.0939396,7.9610142
Stuhr,53.027353,8.7497818
Warendorf,51.9532449,7.9912335
Winhöring,48.2670046,12.6509702
Pößneck,50.694735,11.5953247
Tengen,47.8166011,8.6594228
Saalfeld,50.6479143,11.3610041
Olching,48.2077801,11.3278779
Berchtesgaden,47.6330221,13.0020051
Lage,51.9914084,8.7919583
Freigericht,50.134197,9.1453389
Bad Friedrichshall,49.2280136,9.2101479
Reichenbach,50.6200076,12.298936
Causeni,46.6495405,29.4067719
Schwepnitz,51.3296398,13.9580134
Quickborn,54.0111091,9.2114907
Radebeul,51.0999765,13.6767995
Korbach,51.2559045,8.8426963
Landau an der Isar,48.6699678,12.6912228
Eisenbach (Hochschwarzwald),47.9624362,8.2710482
Hohenstein,48.3472808,9.3548059
Chuguev,49.836626,36.6899391
Bad Hönningen,50.5157382,7.3065922
Senftenberg,51.5191742,14.0046541
Günzburg,48.4555244,10.2766213
Malschwitz,51.2379209,14.5197535
Tutzing,47.9086358,11.2798244
Blankenburg,51.7902676,10.9551991
Eschenburg,50.8148383,8.3402358
Netphen,50.9125904,8.1026183
Apen,53.2214255,7.8097336
Werne,51.66268,7.6355052
Kharkiv,49.9923181,36.2310146
Wittmund,53.5364786,7.7462334
Novorossiysk,44.7239578,37.7690711
Jördenstorf,53.8775886,12.6150233
Melle,44.5620476,7.32049
Lüneburg,53.248706,10.407855
Bruck,48.0255094,16.7790041
Prostejov,49.4721467,17.1117979
Wenden,50.9691051,7.8733251
Belgrade,44.8178131,20.4568974
Alamudun,42.9101461,74.6366453
Bad Gandersheim,51.8704732,10.0297839
Braubach,50.2751222,7.651073
Geldern,52.1014041,5.9515701
Bassum,52.8495881,8.728382
Brake,53.3256109,8.4806296
